chromosome,"Primary TSS, 3'",End
chr12,56076854.0,56079854.0
chr12,56108318.0,56111318.0
chr12,56112651.0,56115651.0
chr12,56117727.0,56120727.0
chr12,56135260.0,56138260.0
chr12,56184839.0,56187839.0
chr12,56210306.0,56213306.0
chr12,56219536.0,56222536.0
chr12,56227714.0,56230714.0
chr12,56320217.0,56323217.0
chr12,56324342.0,56327342.0
chr12,56346389.0,56349389.0
chr12,56359056.0,56362056.0
chr12,56366295.0,56369295.0
chr12,56389190.0,56392190.0
chr12,56389543.0,56392543.0
chr12,56434186.0,56437186.0
chr12,56472451.0,56475451.0
chr12,56496603.0,56499603.0
chr12,56508874.0,56511874.0
chr12,56510530.0,56513530.0
chr12,56520486.0,56523486.0
chr12,56544704.0,56547704.0
chr12,56550646.0,56553646.0
chr12,56554136.0,56557136.0
chr12,56594788.0,56597788.0
chr12,56612007.0,56615007.0
chr12,56622320.0,56625320.0
chr12,56646351.0,56649351.0
chr12,56659142.0,56662142.0
chr12,56665480.0,56668480.0
chr12,56706758.0,56709758.0
chr12,56708507.0,56711507.0
chr12,56731163.0,56734163.0
chr12,56741208.0,56744208.0
chr12,56752855.0,56755855.0
chr12,56820520.0,56823520.0
chr12,56844923.0,56847923.0
chr12,56860801.0,56863801.0
chr12,56863236.0,56866236.0
chr12,56914109.0,56917109.0
chr12,57007067.0,57010067.0
chr12,57038278.0,57041278.0
chr12,57055625.0,57058625.0
chr12,57104711.0,57107711.0
chr12,57123864.0,57126864.0
chr12,57155608.0,57158608.0
chr12,57315438.0,57318438.0
chr12,57343716.0,57346716.0
chr12,57386711.0,57389711.0
chr12,57395063.0,57398063.0
chr12,57402281.0,57405281.0
chr12,57420801.0,57423801.0
chr12,57471056.0,57474056.0
chr12,57481177.0,57484177.0
chr12,57487687.0,57490687.0
chr12,57520782.0,57523782.0
chr12,57609078.0,57612078.0
chr12,57621856.0,57624856.0
chr12,57627186.0,57630186.0
chr12,57635742.0,57638742.0
chr12,57702547.0,57705547.0
chr12,57827043.0,57830043.0
chr12,57847596.0,57850596.0
chr12,57851742.0,57854742.0
chr12,57869013.0,57872013.0
chr12,57880371.0,57883371.0
chr12,57908871.0,57911871.0
chr12,57915159.0,57918159.0
chr12,57922333.0,57925333.0
chr12,57942347.0,57945347.0
chr12,57983442.0,57986442.0
chr12,57997107.0,58000107.0
chr12,58003718.0,58006718.0
chr12,58011811.0,58014811.0
chr12,58023411.0,58026411.0
chr12,58086238.0,58089238.0
chr12,58116576.0,58119576.0
chr12,58137346.0,58140346.0
chr12,58140010.0,58143010.0
chr12,58157569.0,58160569.0
chr12,58160851.0,58163851.0
chr12,58164923.0,58167923.0
chr12,58175028.0,58178028.0
chr12,58198435.0,58201435.0
chr12,58212210.0,58215210.0
chr12,58333856.0,58336856.0
chr12,59264437.0,59267437.0
chr12,59988321.0,59991321.0
chr12,62652459.0,62655459.0
chr12,62652621.0,62655621.0
chr12,62859097.0,62862097.0
chr12,62996071.0,62999071.0
chr12,63036263.0,63039263.0
chr12,63535039.0,63538039.0
chr12,63986367.0,63989367.0
chr12,64172164.0,64175164.0
chr12,64235777.0,64238777.0
chr12,64584919.0,64587919.0
chr12,64659263.0,64662263.0
chr12,64796653.0,64799653.0
chr12,64844340.0,64847340.0
chr12,65002777.0,65005777.0
chr12,65105722.0,65108722.0
chr12,65216852.0,65219852.0
chr12,65442904.0,65445904.0
chr12,65561851.0,65564851.0
chr12,65670923.0,65673923.0
chr12,66216740.0,66219740.0
chr12,66515349.0,66518349.0
chr12,66529217.0,66532217.0
chr12,66581478.0,66584478.0
chr12,66694835.0,66697835.0
chr12,66763974.0,66766974.0
chr12,67661561.0,67664561.0
chr12,68041012.0,68044012.0
chr12,68547050.0,68550050.0
chr12,68593629.0,68596629.0
chr12,68640525.0,68643525.0
chr12,68717285.0,68720285.0
chr12,69003119.0,69006119.0
chr12,69079231.0,69082231.0
chr12,69138436.0,69141436.0
chr12,69200471.0,69203471.0
chr12,69631817.0,69634817.0
chr12,69740634.0,69743634.0
chr12,69752032.0,69755032.0
chr12,69862629.0,69865629.0
chr12,69977708.0,69980708.0
chr12,70000845.0,70003845.0
chr12,70075519.0,70078519.0
chr12,70131131.0,70134131.0
chr12,70318855.0,70321855.0
chr12,70635474.0,70638474.0
chr12,70758562.0,70761562.0
chr12,70984014.0,70987014.0
chr12,71053220.0,71056220.0
chr12,71517377.0,71520377.0
chr12,71832050.0,71835050.0
chr12,72048624.0,72051624.0
chr12,72056177.0,72059177.0
chr12,72078378.0,72081378.0
chr12,72147158.0,72150158.0
chr12,72231987.0,72234987.0
chr12,72331126.0,72334126.0
chr12,72665029.0,72668029.0
chr12,74930051.0,74933051.0
chr12,75432358.0,75435358.0
chr12,75669506.0,75672506.0
chr12,75726963.0,75729963.0
chr12,75783350.0,75786350.0
chr12,75873013.0,75876013.0
chr12,75898444.0,75901444.0
chr12,76422816.0,76425816.0
chr12,76441847.0,76444847.0
chr12,76736766.0,76739766.0
chr12,76761917.0,76764917.0
chr12,77156354.0,77159354.0
chr12,77250996.0,77253996.0
chr12,77413526.0,77416526.0
chr12,78223245.0,78226245.0
chr12,79256949.0,79259949.0
chr12,79984245.0,79987245.0
chr12,80189475.0,80192475.0
chr12,80601361.0,80604361.0
chr12,80836626.0,80839626.0
chr12,81099908.0,81102908.0
chr12,81109208.0,81112208.0
chr12,81189671.0,81192671.0
chr12,81470336.0,81473336.0
chr12,81654228.0,81657228.0
chr12,82744583.0,82747583.0
chr12,82750776.0,82753776.0
chr12,83079434.0,83082434.0
chr12,85406594.0,85409594.0
chr12,85428599.0,85431599.0
chr12,85672536.0,85675536.0
chr12,86196831.0,86199831.0
chr12,86266573.0,86269573.0
chr12,86371537.0,86374537.0
chr12,88375674.0,88378674.0
chr12,88427768.0,88430768.0
chr12,88503479.0,88506479.0
chr12,88534573.0,88537573.0
chr12,88899305.0,88902305.0
chr12,89740337.0,89743337.0
chr12,89811998.0,89814998.0
chr12,89911690.0,89914690.0
chr12,89911690.0,89914690.0
chr12,89980326.0,89983326.0
chr12,91344492.0,91347492.0
chr12,91355956.0,91358956.0
chr12,91442771.0,91445771.0
chr12,91495732.0,91498732.0
chr12,91537535.0,91540535.0
chr12,92532554.0,92535554.0
chr12,92534992.0,92537992.0
chr12,92816235.0,92819235.0
chr12,92820422.0,92823422.0
chr12,93098908.0,93101908.0
chr12,93128765.0,93131765.0
chr12,93164785.0,93167785.0
chr12,93770201.0,93773201.0
chr12,93800588.0,93803588.0
chr12,93859766.0,93862766.0
chr12,93963257.0,93966257.0
chr12,94069651.0,94072651.0
chr12,94540999.0,94543999.0
chr12,94852180.0,94855180.0
chr12,94959400.0,94962400.0
chr12,95363604.0,95366604.0
chr12,95422685.0,95425685.0
chr12,95477819.0,95480819.0
chr12,95610022.0,95613022.0
chr12,95866322.0,95869322.0
chr12,95909388.0,95912388.0
chr12,96050083.0,96053083.0
chr12,96251209.0,96254209.0
chr12,96259326.0,96262326.0
chr12,96335571.0,96338571.0
chr12,96364940.0,96367940.0
chr12,96403573.0,96406573.0
chr12,96586707.0,96589707.0
chr12,96670539.0,96673539.0
chr12,96881900.0,96884900.0
chr12,97299501.0,97302501.0
chr12,98907851.0,98910851.0
chr12,98985903.0,98988903.0
chr12,99016530.0,99019530.0
chr12,99037576.0,99040576.0
chr12,99638553.0,99641553.0
chr12,100040028.0,100043028.0
chr12,100462186.0,100465186.0
chr12,100593055.0,100596055.0
chr12,100644672.0,100647672.0
chr12,100659455.0,100662455.0
chr12,100749357.0,100752357.0
chr12,100866051.0,100869051.0
chr12,100965989.0,100968989.0
chr12,101186874.0,101189874.0
chr12,101548494.0,101551494.0
chr12,101672405.0,101675405.0
chr12,101785403.0,101788403.0
chr12,101867539.0,101870539.0
chr12,101987209.0,101990209.0
chr12,102089917.0,102092917.0
chr12,102120926.0,102123926.0
chr12,102188152.0,102191152.0
chr12,102269605.0,102272605.0
chr12,102454326.0,102457326.0
chr12,102469271.0,102472271.0
chr12,102512456.0,102515456.0
chr12,102588737.0,102591737.0
chr12,102809954.0,102812954.0
chr12,103246964.0,103249964.0
chr12,103349952.0,103352952.0
chr12,103694233.0,103697233.0
chr12,103979555.0,103982555.0
chr12,104164581.0,104167581.0
chr12,104322612.0,104325612.0
chr12,104342481.0,104345481.0
chr12,104358093.0,104361093.0
chr12,104381265.0,104384265.0
chr12,104456736.0,104459736.0
chr12,104523410.0,104526410.0
chr12,104608037.0,104611037.0
chr12,104696010.0,104699010.0
chr12,104849192.0,104852192.0
chr12,105195775.0,105198775.0
chr12,105378598.0,105381598.0
chr12,105412062.0,105415062.0
chr12,105500062.0,105503062.0
chr12,105569388.0,105572388.0
chr12,105722914.0,105725914.0
chr12,106455625.0,106458625.0
chr12,106630159.0,106633159.0
chr12,106695081.0,106698081.0
chr12,106749936.0,106752936.0
chr12,106975185.0,106978185.0
chr12,107166899.0,107169899.0
chr12,107348208.0,107351208.0
chr12,107369835.0,107372835.0
chr12,107383643.0,107386643.0
chr12,107973134.0,107976134.0
chr12,108078090.0,108081090.0
chr12,108125143.0,108128143.0
chr12,108166662.0,108169662.0
chr12,108521193.0,108524193.0
chr12,108684118.0,108687118.0
chr12,108907551.0,108910551.0
chr12,108952493.0,108955493.0
chr12,108954794.0,108957794.0
chr12,108983808.0,108986808.0
chr12,109015345.0,109018345.0
chr12,109037385.0,109040385.0
chr12,109199888.0,109202888.0
chr12,109271839.0,109274839.0
chr12,109303158.0,109306158.0
chr12,109488880.0,109491880.0
chr12,109524493.0,109527493.0
chr12,109533899.0,109536899.0
chr12,109559644.0,109562644.0
chr12,109714283.0,109717283.0
chr12,109825024.0,109828024.0
chr12,109884960.0,109887960.0
chr12,109913928.0,109916928.0
chr12,109990021.0,109993021.0
chr12,110010000.0,110013000.0
chr12,110150687.0,110153687.0
chr12,110219392.0,110222392.0
chr12,110287248.0,110290248.0
chr12,110336579.0,110339579.0
chr12,110386999.0,110389999.0
chr12,110435735.0,110438735.0
chr12,110484027.0,110487027.0
chr12,110560640.0,110563640.0
chr12,110717532.0,110720532.0
chr12,110811772.0,110814772.0
chr12,110871206.0,110874206.0
chr12,110888791.0,110891791.0
chr12,110904732.0,110907732.0
chr12,110937070.0,110940070.0
chr12,110937345.0,110940345.0
chr12,110970737.0,110973737.0
chr12,111050412.0,111053412.0
chr12,111084991.0,111087991.0
chr12,111156113.0,111159113.0
chr12,111283311.0,111286311.0
chr12,111347124.0,111350124.0
chr12,111469756.0,111472756.0
chr12,111798982.0,111801982.0
chr12,111842222.0,111845222.0
chr12,111948777.0,111951777.0
chr12,112078450.0,112081450.0
chr12,112122357.0,112125357.0
chr12,112203191.0,112206191.0
chr12,112278532.0,112281532.0
chr12,112446730.0,112449730.0
chr12,112449652.0,112452652.0
chr12,112475533.0,112478533.0
chr12,112561849.0,112564849.0
chr12,112685861.0,112688861.0
chr12,112843798.0,112846798.0
chr12,112855036.0,112858036.0
chr12,113228049.0,113231049.0
chr12,113343239.0,113346239.0
chr12,113374749.0,113377749.0
chr12,113414774.0,113417774.0
chr12,113494162.0,113497162.0
chr12,113543402.0,113546402.0
chr12,113586056.0,113589056.0
chr12,113593478.0,113596478.0
chr12,113622040.0,113625040.0
chr12,113631746.0,113634746.0
chr12,113657760.0,113660760.0
chr12,113757155.0,113760155.0
chr12,113794871.0,113797871.0
chr12,113833202.0,113836202.0
chr12,113858716.0,113861716.0
chr12,113899194.0,113902194.0
chr12,114258359.0,114261359.0
chr12,114802402.0,114805402.0
chr12,115116261.0,115119261.0
chr12,116394881.0,116397881.0
chr12,117012086.0,117015086.0
chr12,117174387.0,117177387.0
chr12,117174596.0,117177596.0
chr12,117317337.0,117320337.0
chr12,117347261.0,117350261.0
chr12,117475228.0,117478228.0
chr12,117580085.0,117583085.0
chr12,117644447.0,117647447.0
chr12,117889317.0,117892317.0
chr12,118453006.0,118456006.0
chr12,118470980.0,118473980.0
chr12,118499898.0,118502898.0
chr12,118572370.0,118575370.0
chr12,118586106.0,118589106.0
chr12,118812858.0,118815858.0
chr12,119417800.0,119420800.0
chr12,119615095.0,119618095.0
chr12,119771017.0,119774017.0
chr12,120029764.0,120032764.0
chr12,120104261.0,120107261.0
chr12,120122095.0,120125095.0
chr12,120426019.0,120429019.0
chr12,120531399.0,120534399.0
chr12,120631033.0,120634033.0
chr12,120633003.0,120636003.0
chr12,120654365.0,120657365.0
chr12,120738624.0,120741624.0
chr12,120758414.0,120761414.0
chr12,120777633.0,120780633.0
chr12,120874393.0,120877393.0
chr12,120880264.0,120883264.0
chr12,120882741.0,120885741.0
chr12,120901442.0,120904442.0
chr12,120932359.0,120935359.0
chr12,120939582.0,120942582.0
chr12,121015348.0,121018348.0
chr12,121076922.0,121079922.0
chr12,121123449.0,121126449.0
chr12,121146738.0,121149738.0
chr12,121162071.0,121165071.0
chr12,121198813.0,121201813.0
chr12,121414768.0,121417768.0
chr12,121439738.0,121442738.0
chr12,121456595.0,121459595.0
chr12,121569122.0,121572122.0
chr12,121646164.0,121649164.0
chr12,121710359.0,121713359.0
chr12,121744548.0,121747548.0
chr12,121836386.0,121839386.0
chr12,121930162.0,121933162.0
chr12,122062955.0,122065955.0
chr12,122087793.0,122090793.0
chr12,122149158.0,122152158.0
chr12,122216893.0,122219893.0
chr12,122241138.0,122244138.0
chr12,122275933.0,122278933.0
chr12,122325137.0,122328137.0
chr12,122355022.0,122358022.0
chr12,122458361.0,122461361.0
chr12,122515152.0,122518152.0
chr12,122655077.0,122658077.0
chr12,122666167.0,122669167.0
chr12,122686728.0,122689728.0
chr12,122709107.0,122712107.0
chr12,122714594.0,122717594.0
chr12,122834075.0,122837075.0
chr12,122954646.0,122957646.0
chr12,122991265.0,122994265.0
chr12,123010309.0,123013309.0
chr12,123184340.0,123187340.0
chr12,123197803.0,123200803.0
chr12,123210653.0,123213653.0
chr12,123235871.0,123238871.0
chr12,123257152.0,123260152.0
chr12,123318539.0,123321539.0
chr12,123348375.0,123351375.0
chr12,123422498.0,123425498.0
chr12,123458278.0,123461278.0
chr12,123463542.0,123466542.0
chr12,123483353.0,123486353.0
chr12,123639446.0,123642446.0
chr12,123716528.0,123719528.0
chr12,123744017.0,123747017.0
chr12,123803746.0,123806746.0
chr12,123872018.0,123875018.0
chr12,123898436.0,123901436.0
chr12,123941151.0,123944151.0
chr12,123954409.0,123957409.0
chr12,124067576.0,124070576.0
chr12,124085172.0,124088172.0
chr12,124109748.0,124112748.0
chr12,124116786.0,124119786.0
chr12,124154160.0,124157160.0
chr12,124195365.0,124198365.0
chr12,124245226.0,124248226.0
chr12,124419455.0,124422455.0
chr12,124456262.0,124459262.0
chr12,124456328.0,124459328.0
chr12,124778147.0,124781147.0
chr12,124903003.0,124906003.0
chr12,125268759.0,125271759.0
chr12,125396627.0,125399627.0
chr12,125476694.0,125479694.0
chr12,125548425.0,125551425.0
chr12,125809662.0,125812662.0
chr12,128750448.0,128753448.0
chr12,129276239.0,129279239.0
chr12,129336581.0,129339581.0
chr12,129554771.0,129557771.0
chr12,130645504.0,130648504.0
chr12,130820933.0,130823933.0
chr12,130914692.0,130917692.0
chr12,131274914.0,131277914.0
chr12,131355117.0,131358117.0
chr12,131436961.0,131439961.0
chr12,132194145.0,132197145.0
chr12,132311441.0,132314441.0
chr12,132377779.0,132380779.0
chr12,132412313.0,132415313.0
chr12,132432965.0,132435965.0
chr12,132619640.0,132622640.0
chr12,132627493.0,132630493.0
chr12,132822493.0,132825493.0
chr12,133049678.0,133052678.0
chr12,133065657.0,133068657.0
chr12,133178236.0,133181236.0
chr12,133193903.0,133196903.0
chr12,133218310.0,133221310.0
chr12,133262692.0,133265692.0
chr12,133285893.0,133288893.0
chr12,133309015.0,133312015.0
chr12,133358954.0,133361954.0
chr12,133415438.0,133418438.0
chr12,133517210.0,133520210.0
chr12,133561434.0,133564434.0
chr12,133612480.0,133615480.0
chr12,133655537.0,133658537.0
chr12,133695370.0,133698370.0
chr12,133705714.0,133708714.0
chr12,133756560.0,133759560.0
chr12,133793398.0,133796398.0
chr13,1890654.0,1893654.0
chr13,19746410.0,19749410.0
chr13,19995519.0,19998519.0
chr13,20219083.0,20222083.0
chr13,20275509.0,20278509.0
chr13,20410093.0,20413093.0
chr13,20531348.0,20534348.0
chr13,20714620.0,20717620.0
chr13,20761540.0,20764540.0
chr13,20795334.0,20798334.0
chr13,21004257.0,21007257.0
chr13,21139708.0,21142708.0
chr13,21275982.0,21278982.0
chr13,21346611.0,21349611.0
chr13,21415534.0,21418534.0
chr13,21545676.0,21548676.0
chr13,21713153.0,21716153.0
chr13,21726234.0,21729234.0
chr13,21749556.0,21752556.0
chr13,21945210.0,21948210.0
chr13,22065328.0,22068328.0
chr13,22243715.0,22246715.0
chr13,23753560.0,23756560.0
chr13,23901472.0,23904472.0
chr13,24151999.0,24154999.0
chr13,24457762.0,24460762.0
chr13,24461517.0,24464517.0
chr13,24463928.0,24466928.0
chr13,24733361.0,24736361.0
chr13,24882216.0,24885216.0
chr13,25024814.0,25027814.0
chr13,25253049.0,25256049.0
chr13,25336833.0,25339833.0
chr13,25461846.0,25464846.0
chr13,25668776.0,25671776.0
chr13,25741172.0,25744172.0
chr13,25833212.0,25836212.0
chr13,25874282.0,25877282.0
chr13,25944681.0,25947681.0
chr13,26786423.0,26789423.0
chr13,26827256.0,26830256.0
chr13,27130340.0,27133340.0
chr13,27331460.0,27334460.0
chr13,27638787.0,27641787.0
chr13,27824192.0,27827192.0
chr13,27842964.0,27845964.0
chr13,27997181.0,28000181.0
chr13,28008276.0,28011276.0
chr13,28125845.0,28128845.0
chr13,28194416.0,28197416.0
chr13,28365280.0,28368280.0
chr13,28492668.0,28495668.0
chr13,28534705.0,28537705.0
chr13,28550743.0,28553743.0
chr13,28575911.0,28578911.0
chr13,28710611.0,28713611.0
chr13,29039088.0,29042088.0
chr13,29231641.0,29234641.0
chr13,29272718.0,29275718.0
chr13,30001277.0,30004277.0
chr13,30082051.0,30085051.0
chr13,30337045.0,30340045.0
chr13,30775267.0,30778267.0
chr13,31033606.0,31036606.0
chr13,31190330.0,31193330.0
chr13,31308145.0,31311145.0
chr13,31478812.0,31481812.0
chr13,31505334.0,31508334.0
chr13,31726616.0,31729616.0
chr13,31772653.0,31775653.0
chr13,32312179.0,32315179.0
chr13,32603937.0,32606937.0
chr13,32876408.0,32879408.0
chr13,32888117.0,32891117.0
chr13,32979122.0,32982122.0
chr13,33089530.0,33092530.0
chr13,33159064.0,33162064.0
chr13,33589071.0,33592071.0
chr13,33700010.0,33703010.0
chr13,34390706.0,34393706.0
chr13,35514924.0,35517924.0
chr13,36049334.0,36052334.0
chr13,36418537.0,36421537.0
chr13,36740845.0,36743845.0
chr13,36740845.0,36743845.0
chr13,36852694.0,36855694.0
chr13,37004909.0,37007909.0
chr13,37246549.0,37249549.0
chr13,37391839.0,37394839.0
chr13,37417468.0,37420468.0
chr13,37522408.0,37525408.0
chr13,37573178.0,37576178.0
chr13,37596186.0,37599186.0
chr13,37675897.0,37678897.0
chr13,38151866.0,38154866.0
chr13,38209273.0,38212273.0
chr13,38922442.0,38925442.0
chr13,39259673.0,39262673.0
chr13,39538562.0,39541562.0
chr13,39582502.0,39585502.0
chr13,39610948.0,39613948.0
chr13,40175839.0,40178839.0
chr13,40228264.0,40231264.0
chr13,41238208.0,41241208.0
chr13,41301932.0,41304932.0
chr13,41362047.0,41365047.0
chr13,41504555.0,41507555.0
chr13,41634197.0,41637197.0
chr13,41700209.0,41703209.0
chr13,41764211.0,41767211.0
chr13,41806526.0,41809526.0
chr13,41883841.0,41886841.0
chr13,42030042.0,42033042.0
chr13,42291973.0,42294973.0
chr13,42612672.0,42615672.0
chr13,42844789.0,42847789.0
chr13,43146791.0,43149791.0
chr13,43354186.0,43357186.0
chr13,43459024.0,43462024.0
chr13,43595862.0,43598862.0
chr13,43893487.0,43896487.0
chr13,44428829.0,44431829.0
chr13,44452123.0,44455123.0
chr13,44715787.0,44718787.0
chr13,44946478.0,44949478.0
chr13,45004779.0,45007779.0
chr13,45511884.0,45514884.0
chr13,45562187.0,45565187.0
chr13,45693131.0,45696131.0
chr13,45766423.0,45769423.0
chr13,45912661.0,45915661.0
chr13,45965957.0,45968957.0
chr13,46037530.0,46040530.0
chr13,46188376.0,46191376.0
chr13,46274965.0,46277965.0
chr13,46352916.0,46355916.0
chr13,46541383.0,46544383.0
chr13,46625822.0,46628822.0
chr13,46698558.0,46701558.0
chr13,46784583.0,46787583.0
chr13,46959894.0,46962894.0
chr13,47125796.0,47128796.0
chr13,47348023.0,47351023.0
chr13,47404177.0,47407177.0
chr13,48515291.0,48518291.0
chr13,48610203.0,48613203.0
chr13,48648364.0,48651364.0
chr13,48805774.0,48808774.0
chr13,48876383.0,48879383.0
chr13,48983682.0,48986682.0
chr13,49075360.0,49078360.0
chr13,49279449.0,49282449.0
chr13,49548228.0,49551228.0
chr13,49792974.0,49795974.0
chr13,49820547.0,49823547.0
chr13,49881286.0,49884286.0
chr13,50016929.0,50019929.0
chr13,50068301.0,50071301.0
chr13,50104582.0,50107582.0
chr13,50200935.0,50203935.0
chr13,50233310.0,50236310.0
chr13,50271943.0,50274943.0
chr13,50493741.0,50496741.0
chr13,50569643.0,50572643.0
chr13,50587890.0,50590890.0
chr13,51395546.0,51398546.0
chr13,51482314.0,51485314.0
chr13,51794970.0,51797970.0
chr13,51913668.0,51916668.0
chr13,52022120.0,52025120.0
chr13,52156984.0,52159984.0
chr13,52343413.0,52346413.0
chr13,52434617.0,52437617.0
chr13,52530947.0,52533947.0
chr13,52585023.0,52588023.0
chr13,52601441.0,52604441.0
chr13,52637400.0,52640400.0
chr13,52705279.0,52708279.0
chr13,52949803.0,52952803.0
chr13,52985237.0,52988237.0
chr13,53027995.0,53030995.0
chr13,53215128.0,53218128.0
chr13,53225331.0,53228331.0
chr13,53312464.0,53315464.0
chr13,53416609.0,53419609.0
chr13,53601376.0,53604376.0
chr13,57739831.0,57742831.0
chr13,58204289.0,58207289.0
chr13,60433888.0,60436888.0
chr13,60969397.0,60972397.0
chr13,61982319.0,61985319.0
chr13,67797139.0,67800139.0
chr13,70273225.0,70276225.0
chr13,72010598.0,72013598.0
chr13,73280995.0,73283995.0
chr13,73300542.0,73303542.0
chr13,73331680.0,73334680.0
chr13,73354730.0,73357730.0
chr13,73631642.0,73634642.0
chr13,74385516.0,74388516.0
chr13,75857309.0,75860309.0
chr13,76097850.0,76100850.0
chr13,76122386.0,76125386.0
chr13,76208959.0,76211959.0
chr13,76443221.0,76446221.0
chr13,77454488.0,77457488.0
chr13,77525113.0,77528113.0
chr13,77564559.0,77567559.0
chr13,77577889.0,77580889.0
chr13,77670005.0,77673005.0
chr13,78108309.0,78111309.0
chr13,78313795.0,78316795.0
chr13,78468116.0,78471116.0
chr13,79171730.0,79174730.0
chr13,79231809.0,79234809.0
chr13,79949041.0,79952041.0
chr13,80053759.0,80056759.0
chr13,80909393.0,80912393.0
chr13,84449843.0,84452843.0
chr13,86366618.0,86369618.0
chr13,88323296.0,88326296.0
chr13,92049435.0,92052435.0
chr13,93877578.0,93880578.0
chr13,95090341.0,95093341.0
chr13,95224808.0,95227808.0
chr13,95252604.0,95255604.0
chr13,95360379.0,95363379.0
chr13,95816912.0,95819912.0
chr13,96203447.0,96206447.0
chr13,96228956.0,96231956.0
chr13,96327893.0,96330893.0
chr13,96635663.0,96638663.0
chr13,96741593.0,96744593.0
chr13,97637500.0,97640500.0
chr13,97873050.0,97876050.0
chr13,98084975.0,98087975.0
chr13,98627386.0,98630386.0
chr13,98793788.0,98796788.0
chr13,98826539.0,98829539.0
chr13,99100955.0,99103955.0
chr13,99371288.0,99374288.0
chr13,99506652.0,99509652.0
chr13,99851645.0,99854645.0
chr13,99905631.0,99908631.0
chr13,99945814.0,99948814.0
chr13,100152128.0,100155128.0
chr13,100257419.0,100260419.0
chr13,100613775.0,100616775.0
chr13,100632526.0,100635526.0
chr13,100739769.0,100742769.0
chr13,101182884.0,101185884.0
chr13,101275664.0,101278664.0
chr13,101831239.0,101834239.0
chr13,102103444.0,102106444.0
chr13,102371705.0,102374705.0
chr13,103247786.0,103250786.0
chr13,103336597.0,103339597.0
chr13,103380217.0,103383217.0
chr13,103416963.0,103419963.0
chr13,103449880.0,103452880.0
chr13,103449899.0,103452899.0
chr13,103457996.0,103460996.0
chr13,103496691.0,103499691.0
chr13,103694848.0,103697848.0
chr13,106117065.0,106120065.0
chr13,107140579.0,107143579.0
chr13,107207896.0,107210896.0
chr13,107819379.0,107822379.0
chr13,108859381.0,108862381.0
chr13,108869263.0,108872263.0
chr13,108920477.0,108923477.0
chr13,109246964.0,109249964.0
chr13,110404684.0,110407684.0
chr13,110799810.0,110802810.0
chr13,110958131.0,110961131.0
chr13,111173913.0,111176913.0
chr13,111266456.0,111269456.0
chr13,111294803.0,111297803.0
chr13,111366284.0,111369284.0
chr13,111543545.0,111546545.0
chr13,111766124.0,111769124.0
chr13,111971515.0,111974515.0
chr13,112720413.0,112723413.0
chr13,113029151.0,113032151.0
chr13,113200375.0,113203375.0
chr13,113299857.0,113302857.0
chr13,113342939.0,113345939.0
chr13,113621983.0,113624983.0
chr13,113758602.0,113761602.0
chr13,113775613.0,113778613.0
chr13,113811468.0,113814468.0
chr13,113830353.0,113833353.0
chr13,113862431.0,113865431.0
chr13,113949969.0,113952969.0
chr13,114003664.0,114006664.0
chr13,114074760.0,114077760.0
chr13,114108634.0,114111634.0
chr13,114143808.0,114146808.0
chr13,114237556.0,114240556.0
chr13,114305253.0,114308253.0
chr13,114320097.0,114323097.0
chr13,114460716.0,114463716.0
chr13,114522022.0,114525022.0
chr13,114785380.0,114788380.0
chr13,114998862.0,115001862.0
chr13,115045559.0,115048559.0
chr13,115078465.0,115081465.0
chr14,20214087.0,20217087.0
chr14,20246982.0,20249982.0
chr14,20294108.0,20297108.0
chr14,20342927.0,20345927.0
chr14,20387266.0,20390266.0
chr14,20402267.0,20405267.0
chr14,20442178.0,20445178.0
chr14,20480920.0,20483920.0
chr14,20500503.0,20503503.0
chr14,20526704.0,20529704.0
chr14,20584066.0,20587066.0
chr14,20610395.0,20613395.0
chr14,20663995.0,20666995.0
chr14,20690369.0,20693369.0
chr14,20709451.0,20712451.0
chr14,20755801.0,20758801.0
chr14,20782144.0,20785144.0
chr14,20810273.0,20813273.0
chr14,20838148.0,20841148.0
chr14,20895470.0,20898470.0
chr14,20913707.0,20916707.0
chr14,20921790.0,20924790.0
chr14,20928110.0,20931110.0
chr14,20936038.0,20939038.0
chr14,20977093.0,20980093.0
chr14,21023111.0,21026111.0
chr14,21050534.0,21053534.0
chr14,21056740.0,21059740.0
chr14,21107355.0,21110355.0
chr14,21150836.0,21153836.0
chr14,21150836.0,21153836.0
chr14,21212517.0,21215517.0
chr14,21235068.0,21238068.0
chr14,21247710.0,21250710.0
chr14,21268257.0,21271257.0
chr14,21358062.0,21361062.0
chr14,21422130.0,21425130.0
chr14,21456465.0,21459465.0
chr14,21465914.0,21468914.0
chr14,21483422.0,21486422.0
chr14,21496845.0,21499845.0
chr14,21500477.0,21503477.0
chr14,21508885.0,21511885.0
chr14,21524552.0,21527552.0
chr14,21537027.0,21540027.0
chr14,21556705.0,21559705.0
chr14,21565596.0,21568596.0
chr14,21621596.0,21624596.0
chr14,21677427.0,21680427.0
chr14,21784213.0,21787213.0
chr14,21849640.0,21852640.0
chr14,21866938.0,21869938.0
chr14,21925679.0,21928679.0
chr14,21943835.0,21946835.0
chr14,21968332.0,21971332.0
chr14,21987973.0,21990973.0
chr14,22036434.0,22039434.0
chr14,22100566.0,22103566.0
chr14,22131797.0,22134797.0
chr14,23032307.0,23035307.0
chr14,23065647.0,23068647.0
