#hg19.knownGene.chrom	hg19.knownGene.txStart	hg19.kgXref.geneSymbol
chr3	3168599	TRNT1
chr3	3168599	TRNT1
chr3	3168703	TRNT1
chr3	3171713	TRNT1
chr3	3191316	CRBN
chr3	3191316	CRBN
chr3	3196430	CRBN
chr3	3823035	SUMF1
chr3	3841120	LRRN1
chr3	3886325	LRRN1
chr3	4344987	SETMAR
chr3	4344987	SETMAR
chr3	4344987	SETMAR
chr3	4344987	SETMAR
chr3	4344987	SETMAR
chr3	4345296	SETMAR
chr3	4402828	SUMF1
chr3	4402828	SUMF1
chr3	4402828	SUMF1
chr3	4402828	SUMF1
chr3	4535031	ITPR1
chr3	4535031	ITPR1
chr3	4535031	ITPR1
chr3	4535031	ITPR1
chr3	4535031	ITPR1
chr3	4836683	ITPR1
chr3	4841482	ITPR1
chr3	5021096	BHLHE40
chr3	5021096	BHLHE40
chr3	5163929	ARL8B
chr3	5163929	ARL8B
chr3	5163929	ARL8B
chr3	5229330	EDEM1
chr3	5229358	EDEM1
chr3	5230033	EDEM1
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	6902801	GRM7
chr3	7340370	GRM7
chr3	7493467	GRM7
chr3	8543492	LMCD1
chr3	8543492	LMCD1
chr3	8543492	LMCD1
chr3	8543492	LMCD1
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8661085	SSUH2
chr3	8775485	CAV3
chr3	8775485	CAV3
chr3	8792094	OXTR
chr3	8918879	RAD18
chr3	9022275	SRGAP3
chr3	9022275	SRGAP3
chr3	9056425	SRGAP3
chr3	9075114	SRGAP3
chr3	9100419	SRGAP3
chr3	9404716	THUMPD3
chr3	9404716	THUMPD3
chr3	9439402	SETD5
chr3	9439402	SETD5
chr3	9471510	SETD5
chr3	9475676	SETD5
chr3	9483811	SETD5
chr3	9484573	SETD5
chr3	9484573	SETD5
chr3	9540044	LHFPL4
chr3	9691116	MTMR14
chr3	9691116	MTMR14
chr3	9691116	MTMR14
chr3	9691116	MTMR14
chr3	9691116	MTMR14
chr3	9710402	MTMR14
chr3	9726887	MTMR14
chr3	9745509	CPNE9
chr3	9745509	CPNE9
chr3	9773433	BRPF1
chr3	9773433	BRPF1
chr3	9773433	BRPF1
chr3	9773433	BRPF1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9791627	OGG1
chr3	9793453	OGG1
chr3	9793453	OGG1
chr3	9793453	OGG1
chr3	9793453	OGG1
chr3	9799028	CAMK1
chr3	9799030	CAMK1
chr3	9802397	OGG1
chr3	9821647	TADA3
chr3	9821647	TADA3
chr3	9821647	TADA3
chr3	9821647	TADA3
chr3	9824811	TADA3
chr3	9834178	ARPC4
chr3	9834178	ARPC4
chr3	9834231	ARPC4
chr3	9834231	TTLL3
chr3	9834231	TTLL3
chr3	9834800	ARPC4
chr3	9851643	TTLL3
chr3	9851643	TTLL3
chr3	9854931	TTLL3
chr3	9854931	TTLL3
chr3	9857757	TTLL3
chr3	9859328	TTLL3
chr3	9859328	TTLL3
chr3	9867249	TTLL3
chr3	9879532	RPUSD3
chr3	9879532	RPUSD3
chr3	9881259	RPUSD3
chr3	9881584	RPUSD3
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9908393	CIDEC
chr3	9932270	JAGN1
chr3	9944295	IL17RE
chr3	9944511	IL17RE
chr3	9944511	IL17RE
chr3	9944511	IL17RE
chr3	9944511	IL17RE
chr3	9944511	IL17RE
chr3	9944511	IL17RE
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958757	IL17RC
chr3	9958781	IL17RC
chr3	9970711	IL17RC
chr3	9975523	CRELD1
chr3	9975524	CRELD1
chr3	9975524	CRELD1
chr3	9987225	PRRT3
chr3	9987225	PRRT3
chr3	9990264	PRRT3
chr3	10005635	EMC3
chr3	10010344	EMC3
chr3	10048101	AC022007.5
chr3	10068112	FANCD2
chr3	10068112	FANCD2
chr3	10068112	FANCD2
chr3	10068182	FANCD2
chr3	10091057	FANCD2
chr3	10123003	FANCD2OS
chr3	10145818	FANCD2OS
chr3	10145924	FANCD2OS
chr3	10157332	BRK1
chr3	10183318	VHL
chr3	10183318	VHL
chr3	10206562	IRAK2
chr3	10290176	TATDN2
chr3	10290176	TATDN2
chr3	10290176	TATDN2
chr3	10290878	TATDN2
chr3	10290878	TATDN2
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10327433	GHRL
chr3	10328711	GHRL
chr3	10332510	GHRL
chr3	10342614	SEC13
chr3	10342614	SEC13
chr3	10342614	SEC13
chr3	10342614	SEC13
chr3	10342614	SEC13
chr3	10345237	SEC13
chr3	10353256	SEC13
chr3	10365706	ATP2B2
chr3	10365706	ATP2B2
chr3	10365706	ATP2B2
chr3	10365706	ATP2B2
chr3	10365706	ATP2B2
chr3	10429567	ATP2B2
chr3	10857916	SLC6A11
chr3	10857916	SLC6A11
chr3	11034419	SLC6A1
chr3	11058801	SLC6A1
chr3	11178778	HRH1
chr3	11196213	HRH1
chr3	11267668	HRH1
chr3	11294384	HRH1
chr3	11300723	HRH1
chr3	11314009	ATG7
chr3	11314009	ATG7
chr3	11314009	ATG7
chr3	11597543	VGLL4
chr3	11597543	VGLL4
chr3	11597543	VGLL4
chr3	11597543	VGLL4
chr3	11597543	VGLL4
chr3	11597543	VGLL4
chr3	11831918	TAMM41
chr3	11831918	TAMM41
chr3	11848767	TAMM41
chr3	11871187	TAMM41
chr3	11874476	TAMM41
chr3	12045861	SYN2
chr3	12045861	SYN2
chr3	12190056	SYN2
chr3	12194567	TIMP4
chr3	12328983	PPARG
chr3	12329348	PPARG
chr3	12329348	PPARG
chr3	12330435	PPARG
chr3	12330435	PPARG
chr3	12330435	PPARG
chr3	12353878	PPARG
chr3	12393000	PPARG
chr3	12393000	PPARG
chr3	12421202	PPARG
chr3	12525930	TSEN2
chr3	12525930	TSEN2
chr3	12526009	TSEN2
chr3	12526009	TSEN2
chr3	12526009	TSEN2
chr3	12526009	TSEN2
chr3	12581279	MKRN2OS
chr3	12598512	MKRN2
chr3	12598512	MKRN2
chr3	12625099	RAF1
chr3	12625099	RAF1
chr3	12625099	RAF1
chr3	12775391	TMEM40
chr3	12775391	TMEM40
chr3	12775391	TMEM40
chr3	12838170	CAND2
chr3	12838170	CAND2
chr3	12876443	RPL32
chr3	12876443	RPL32
chr3	12876443	RPL32
chr3	12938541	IQSEC1
chr3	12938541	IQSEC1
chr3	12938541	IQSEC1
chr3	13357736	NUP210
chr3	13393175	NUP210
chr3	13393175	NUP210
chr3	13521223	HDAC11
chr3	13521714	HDAC11
chr3	13521714	HDAC11
chr3	13521843	HDAC11
chr3	13573823	FBLN2
chr3	13590624	FBLN2
chr3	13590624	FBLN2
chr3	13610239	FBLN2
chr3	13860081	WNT7A
chr3	14153576	CHCHD4
chr3	14153576	CHCHD4
chr3	14166439	TMEM43
chr3	14172321	TMEM43
chr3	14186647	XPC
chr3	14186647	XPC
chr3	14186647	XPC
chr3	14190313	XPC
chr3	14190313	XPC
chr3	14220227	LSM3
chr3	14444075	SLC6A6
chr3	14444075	SLC6A6
chr3	14444075	SLC6A6
chr3	14444075	SLC6A6
chr3	14444075	SLC6A6
chr3	14444075	SLC6A6
chr3	14530618	GRIP2
chr3	14530618	GRIP2
chr3	14562198	GRIP2
chr3	14562198	GRIP2
chr3	14693252	CCDC174
chr3	14693252	CCDC174
chr3	14700377	CCDC174
chr3	14716605	C3orf20
chr3	14716605	C3orf20
chr3	14716605	C3orf20
chr3	14716605	C3orf20
chr3	14755513	C3orf20
chr3	14798868	C3orf20
chr3	14860468	FGD5
chr3	14860468	FGD5
chr3	14923811	FGD5
chr3	14989235	NR2C2
chr3	14989235	NR2C2
chr3	15090018	MRPS25
chr3	15090018	MRPS25
chr3	15090718	MRPS25
chr3	15111579	RBSN
chr3	15111579	RBSN
chr3	15122238	RBSN
chr3	15247732	CAPN7
chr3	15295862	SH3BP5
chr3	15295862	SH3BP5
chr3	15295862	SH3BP5
chr3	15451376	METTL6
chr3	15451376	METTL6
chr3	15455880	METTL6
chr3	15469063	EAF1
chr3	15469063	EAF1
chr3	15491639	COLQ
chr3	15491639	COLQ
chr3	15491639	COLQ
chr3	15491989	COLQ
chr3	15491989	COLQ
chr3	15529712	HACL1
chr3	15602239	HACL1
chr3	15602239	HACL1
chr3	15602239	HACL1
chr3	15602239	HACL1
chr3	15602239	HACL1
chr3	15602239	HACL1
chr3	15643139	BTD
chr3	15643254	BTD
chr3	15643254	BTD
chr3	15643475	BTD
chr3	15708743	ANKRD28
chr3	15708743	ANKRD28
chr3	15708743	ANKRD28
chr3	15708743	ANKRD28
chr3	15708745	ANKRD28
chr3	15718986	ANKRD28
chr3	15726732	ANKRD28
chr3	15726732	ANKRD28
chr3	15788684	ANKRD28
chr3	15935568	GALNT15
chr3	16216183	GALNT15
chr3	16258282	GALNT15
chr3	16298567	DPH3
chr3	16298567	DPH3
chr3	16298567	DPH3
chr3	16306666	OXNAD1
chr3	16306666	OXNAD1
chr3	16306666	OXNAD1
chr3	16310632	OXNAD1
chr3	16357351	RFTN1
chr3	16357351	RFTN1
chr3	16628300	DAZL
chr3	16628300	DAZL
chr3	16844158	PLCL2
chr3	16926451	PLCL2
chr3	16974581	PLCL2
chr3	17198653	TBC1D5
chr3	17198653	TBC1D5
chr3	17198653	TBC1D5
chr3	17198653	TBC1D5
chr3	17226068	TBC1D5
chr3	18004063	RP11-320G10.1
chr3	18389132	SATB1
chr3	18389132	SATB1
chr3	18389132	SATB1
chr3	19190016	KCNH8
chr3	19190016	KCNH8
chr3	19190016	KCNH8
chr3	19431972	KCNH8
chr3	19920965	EFHB
chr3	19920965	EFHB
chr3	19988571	RAB5A
chr3	19988571	RAB5A
chr3	19988571	RAB5A
chr3	20021452	PP2D1
chr3	20026835	PP2D1
chr3	20042466	PP2D1
chr3	20081523	KAT2B
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20202084	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	20209935	SGO1
chr3	21462489	ZNF385D
chr3	21478461	ZNF385D
chr3	23244652	UBE2E2
chr3	23244783	UBE2E2
chr3	23847383	UBE2E1
chr3	23847383	UBE2E1
chr3	23851933	UBE2E1
chr3	23851933	UBE2E1
chr3	23933571	NKIRAS1
chr3	23933571	NKIRAS1
chr3	23958294	RPL15
chr3	23958294	RPL15
chr3	23958294	RPL15
chr3	23958294	RPL15
chr3	23958294	RPL15
chr3	23958617	RPL15
chr3	23958652	RPL15
chr3	23959195	RPL15
chr3	23986750	NR1D2
chr3	23986750	NR1D2
chr3	23987611	NR1D2
chr3	24158644	THRB
chr3	24158644	THRB
chr3	24158644	THRB
chr3	24158644	THRB
chr3	24193880	THRB
chr3	24193880	THRB
chr3	24193880	THRB
chr3	24193880	THRB
chr3	24231456	THRB
chr3	24270428	THRB
chr3	25215822	RARB
chr3	25469753	RARB
chr3	25469833	RARB
chr3	25639395	TOP2B
chr3	25639395	TOP2B
chr3	25654005	TOP2B
chr3	25656921	TOP2B
chr3	25760434	NGLY1
chr3	25760434	NGLY1
chr3	25760434	NGLY1
chr3	25760434	NGLY1
chr3	25760434	NGLY1
chr3	25831562	OXSM
chr3	25831562	OXSM
chr3	25831562	OXSM
chr3	26664299	LRRC3B
chr3	26666157	LRRC3B
chr3	26736047	LRRC3B
chr3	26751163	LRRC3B
chr3	27152393	NEK10
chr3	27152393	NEK10
chr3	27203756	NEK10
chr3	27257096	NEK10
chr3	27350647	NEK10
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27414211	SLC4A7
chr3	27465131	SLC4A7
chr3	27757439	EOMES
chr3	27757439	EOMES
chr3	27757439	EOMES
chr3	27757439	EOMES
chr3	28283123	CMC1
chr3	28363843	AZI2
chr3	28363843	AZI2
chr3	28367994	AZI2
chr3	28373179	AZI2
chr3	28373179	AZI2
chr3	28390659	ZCWPW2
chr3	28431988	ZCWPW2
chr3	28476600	ZCWPW2
chr3	28616768	RBMS3
chr3	29322802	RBMS3
chr3	29322802	RBMS3
chr3	29322802	RBMS3
chr3	29322802	RBMS3
chr3	29322802	RBMS3
chr3	30647993	TGFBR2
chr3	30647993	TGFBR2
chr3	30647993	TGFBR2
chr3	30767691	GADL1
chr3	30842347	GADL1
chr3	31574490	STT3B
chr3	31574490	STT3B
chr3	31574490	STT3B
chr3	31699402	OSBPL10
chr3	31702316	OSBPL10
chr3	31702316	OSBPL10
chr3	32023265	ZNF860
chr3	32030571	ZNF860
chr3	32148002	GPD1L
chr3	32280170	CMTM8
chr3	32280170	CMTM8
chr3	32433162	CMTM7
chr3	32433162	CMTM7
chr3	32522803	CMTM6
chr3	32567462	DYNC1LI1
chr3	32567462	DYNC1LI1
chr3	32726636	CNOT10
chr3	32726636	CNOT10
chr3	32726636	CNOT10
chr3	32726636	CNOT10
chr3	32726636	CNOT10
chr3	32737032	CNOT10
chr3	32746302	CNOT10
chr3	32859509	TRIM71
chr3	32993065	CCR4
chr3	32994914	CCR4
chr3	33038099	GLB1
chr3	33038099	GLB1
chr3	33038099	GLB1
chr3	33038099	GLB1
chr3	33131907	TMPPE
chr3	33131907	TMPPE
chr3	33134325	TMPPE
chr3	33155449	CRTAP
chr3	33155449	CRTAP
chr3	33155553	CRTAP
chr3	33191536	SUSD5
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33318933	FBXL2
chr3	33331167	FBXL2
chr3	33429828	UBP1
chr3	33429828	UBP1
chr3	33429828	UBP1
chr3	33537738	CLASP2
chr3	33537738	CLASP2
chr3	33537738	CLASP2
chr3	33537738	CLASP2
chr3	33558472	CLASP2
chr3	33626241	CLASP2
chr3	33643934	CLASP2
chr3	33643935	CLASP2
chr3	33643935	CLASP2
chr3	33840062	PDCD6IP
chr3	33840062	PDCD6IP
chr3	33840062	PDCD6IP
chr3	33870129	PDCD6IP
chr3	35680665	ARPP21
chr3	35682509	ARPP21
chr3	35683848	ARPP21
chr3	35721112	ARPP21
chr3	35721115	ARPP21
chr3	35721115	ARPP21
chr3	35721278	ARPP21
chr3	35722428	ARPP21
chr3	35731572	ARPP21
chr3	35763096	ARPP21
chr3	36422096	STAC
chr3	36422096	STAC
chr3	36422096	STAC
chr3	36753912	DCLK3
chr3	36868307	TRANK1
chr3	37027356	EPM2AIP1
chr3	37034840	MLH1
chr3	37034840	MLH1
chr3	37034840	MLH1
chr3	37035267	MLH1
chr3	37035267	MLH1
chr3	37035267	MLH1
chr3	37035267	MLH1
chr3	37035267	MLH1
chr3	37053501	MLH1
chr3	37053501	MLH1
chr3	37053501	MLH1
chr3	37053501	MLH1
chr3	37053501	MLH1
chr3	37055922	MLH1
chr3	37067127	MLH1
chr3	37067127	MLH1
chr3	37067127	MLH1
chr3	37083758	MLH1
chr3	37083758	MLH1
chr3	37094116	LRRFIP2
chr3	37094116	LRRFIP2
chr3	37094116	LRRFIP2
chr3	37094116	LRRFIP2
chr3	37284681	GOLGA4
chr3	37284681	GOLGA4
chr3	37284681	GOLGA4
chr3	37284681	GOLGA4
chr3	37284681	GOLGA4
chr3	37323582	GOLGA4
chr3	37427799	C3orf35
chr3	37427799	C3orf35
chr3	37438072	C3orf35
chr3	37440967	C3orf35
chr3	37440967	C3orf35
chr3	37458757	C3orf35
chr3	37493812	ITGA9
chr3	37493812	ITGA9
chr3	37903668	CTDSPL
chr3	37903668	CTDSPL
chr3	38029529	VILL
chr3	38032287	VILL
chr3	38035077	VILL
chr3	38035643	VILL
chr3	38048986	PLCD1
chr3	38048986	PLCD1
chr3	38080695	DLEC1
chr3	38080695	DLEC1
chr3	38080695	DLEC1
chr3	38104071	DLEC1
chr3	38104071	DLEC1
chr3	38135095	DLEC1
chr3	38138059	DLEC1
chr3	38158533	DLEC1
chr3	38164200	ACAA1
chr3	38164200	ACAA1
chr3	38179968	MYD88
chr3	38179968	MYD88
chr3	38179968	MYD88
chr3	38179968	MYD88
chr3	38179968	MYD88
chr3	38179968	MYD88
chr3	38207025	OXSR1
chr3	38207025	OXSR1
chr3	38207025	OXSR1
chr3	38307297	SLC22A13
chr3	38307297	SLC22A13
chr3	38307297	SLC22A13
chr3	38323788	SLC22A14
chr3	38347444	SLC22A14
chr3	38347444	SLC22A14
chr3	38347444	SLC22A14
chr3	38388250	XYLB
chr3	38388250	XYLB
chr3	38401829	XYLB
chr3	38495789	ACVR2B
chr3	38495789	ACVR2B
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38537762	EXOG
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38589552	SCN5A
chr3	38597931	SCN5A
chr3	38651224	SCN5A
chr3	38674525	SCN5A
chr3	38738836	SCN10A
chr3	38887259	SCN11A
chr3	38890775	SCN11A
chr3	38921440	SCN11A
chr3	39093506	WDR48
chr3	39093506	WDR48
chr3	39093506	WDR48
chr3	39093506	WDR48
chr3	39093506	WDR48
chr3	39138090	GORASP1
chr3	39138090	GORASP1
chr3	39138090	GORASP1
chr3	39138090	GORASP1
chr3	39138090	GORASP1
chr3	39138090	GORASP1
chr3	39149151	TTC21A
chr3	39149151	TTC21A
chr3	39149151	TTC21A
chr3	39149151	TTC21A
chr3	39149151	TTC21A
chr3	39149151	TTC21A
chr3	39173011	TTC21A
chr3	39174211	TTC21A
chr3	39174211	TTC21A
chr3	39183341	CSRNP1
chr3	39183341	CSRNP1
chr3	39224705	XIRP1
chr3	39224705	XIRP1
chr3	39224706	XIRP1
chr3	39225404	XIRP1
chr3	39304984	CX3CR1
chr3	39304984	CX3CR1
chr3	39304984	CX3CR1
chr3	39304984	CX3CR1
chr3	39306932	CX3CR1
chr3	39371196	CCR8
chr3	39371196	CCR8
chr3	39373822	CCR8
chr3	39424814	SLC25A38
chr3	39448203	RPSA
chr3	39448203	RPSA
chr3	39509063	MOBP
chr3	39509063	MOBP
chr3	39509063	MOBP
chr3	39509063	MOBP
chr3	39509063	MOBP
chr3	39509063	MOBP
chr3	39521530	MOBP
chr3	39543556	MOBP
chr3	39556464	MOBP
chr3	39563760	MOBP
chr3	39851302	MYRIP
chr3	39851302	MYRIP
chr3	39851302	MYRIP
chr3	39851302	MYRIP
chr3	39851977	MYRIP
chr3	40141501	MYRIP
chr3	40351172	EIF1B
chr3	40428672	ENTPD3
chr3	40428750	ENTPD3
chr3	40498782	RPL14
chr3	40498829	RPL14
chr3	40518603	ZNF619
chr3	40518603	ZNF619
chr3	40518603	ZNF619
chr3	40518603	ZNF619
chr3	40518603	ZNF619
chr3	40523353	ZNF619
chr3	40547529	ZNF620
chr3	40547529	ZNF620
chr3	40547601	ZNF620
chr3	40557427	ZNF620
chr3	40566375	ZNF621
chr3	40566375	ZNF621
chr3	40566375	ZNF621
chr3	40567269	ZNF621
chr3	41236400	CTNNB1
chr3	41240941	CTNNB1
chr3	41240941	CTNNB1
chr3	41240941	CTNNB1
chr3	41240941	CTNNB1
chr3	41240941	CTNNB1
chr3	41274899	CTNNB1
chr3	41277162	CTNNB1
chr3	41288089	ULK4
chr3	41288089	ULK4
chr3	41830948	ULK4
chr3	41923641	ULK4
chr3	42132745	TRAK1
chr3	42132745	TRAK1
chr3	42132745	TRAK1
chr3	42190726	TRAK1
chr3	42190726	TRAK1
chr3	42201660	TRAK1
chr3	42299317	CCK
chr3	42299317	CCK
chr3	42304246	CCK
chr3	42438574	LYZL4
chr3	42530790	VIPR1
chr3	42544103	VIPR1
chr3	42544103	VIPR1
chr3	42544103	VIPR1
chr3	42544103	VIPR1
chr3	42573285	VIPR1
chr3	42589458	SEC22C
chr3	42589458	SEC22C
chr3	42589458	SEC22C
chr3	42589458	SEC22C
chr3	42589458	SEC22C
chr3	42632297	SS18L2
chr3	42642146	NKTR
chr3	42642146	NKTR
chr3	42642146	NKTR
chr3	42642146	NKTR
chr3	42642146	NKTR
chr3	42661155	NKTR
chr3	42668677	NKTR
chr3	42668677	NKTR
chr3	42695175	ZBTB47
chr3	42727010	KLHL40
chr3	42734154	HHATL
chr3	42734154	HHATL
chr3	42749873	CCDC13
chr3	42788285	CCDC13
chr3	42788748	CCDC13
chr3	42824399	HIGD1A
chr3	42824399	HIGD1A
chr3	42824399	HIGD1A
chr3	42846245	ACKR2
chr3	42850964	ACKR2
chr3	42850964	ACKR2
chr3	42905994	CCBP2
chr3	42913683	CYP8B1
chr3	42947401	ZNF662
chr3	42947657	ZNF662
chr3	42947657	ZNF662
chr3	42977833	KRBOX1
chr3	42980182	KRBOX1
chr3	43020758	GASK1A
chr3	43020758	GASK1A
chr3	43020758	GASK1A
chr3	43020804	GASK1A
chr3	43120720	POMGNT2
chr3	43120720	POMGNT2
chr3	43328003	SNRK
chr3	43328003	SNRK
chr3	43328003	SNRK
chr3	43328003	SNRK
chr3	43344589	SNRK
chr3	43407817	ANO10
chr3	43407817	ANO10
chr3	43407817	ANO10
chr3	43407817	ANO10
chr3	43407817	ANO10
chr3	43732374	ABHD5
chr3	44283377	TOPAZ1
chr3	44379610	TCAIM
chr3	44379610	TCAIM
chr3	44379943	TCAIM
chr3	44379943	TCAIM
chr3	44379943	TCAIM
chr3	44481261	ZNF445
chr3	44481261	ZNF445
chr3	44481261	ZNF445
chr3	44540461	ZNF852
chr3	44541015	ZNF852
chr3	44596712	ZKSCAN7
chr3	44596712	ZKSCAN7
chr3	44596720	ZKSCAN7
chr3	44596720	ZKSCAN7
chr3	44596720	ZKSCAN7
chr3	44596720	ZKSCAN7
chr3	44626455	ZNF660
chr3	44635685	ZNF660
chr3	44666510	ZNF197
chr3	44666510	ZNF197
chr3	44666510	ZNF197
chr3	44666510	ZNF197
chr3	44690232	ZNF35
chr3	44690232	ZNF35
chr3	44754134	ZNF502
chr3	44754134	ZNF502
chr3	44754134	ZNF502
chr3	44754134	ZNF502
chr3	44771097	ZNF501
chr3	44771097	ZNF501
chr3	44775913	ZNF501
chr3	44790235	KIAA1143
chr3	44803208	KIF15
chr3	44803208	KIF15
chr3	44840710	KIF15
chr3	44856402	KIF15
chr3	44903407	TMEM42
chr3	44916097	TGM4
chr3	44916097	TGM4
chr3	44916097	TGM4
chr3	45016749	EXOSC7
chr3	45017740	EXOSC7
chr3	45017740	EXOSC7
chr3	45017740	EXOSC7
chr3	45067758	CLEC3B
chr3	45123768	CDCP1
chr3	45151730	CDCP1
chr3	45265955	TMEM158
chr3	45430074	LARS2
chr3	45430074	LARS2
chr3	45636322	LIMD1
chr3	45730753	SACM1L
chr3	45730753	SACM1L
chr3	45730753	SACM1L
chr3	45776086	SACM1L
chr3	45796940	SLC6A20
chr3	45796940	SLC6A20
chr3	45796940	SLC6A20
chr3	45864809	LZTFL1
chr3	45864809	LZTFL1
chr3	45864809	LZTFL1
chr3	45864809	LZTFL1
chr3	45927995	CCR9
chr3	45927995	CCR9
chr3	45927995	CCR9
chr3	45942316	CCR9
chr3	45959390	FYCO1
chr3	45960904	FYCO1
chr3	45984972	CXCR6
chr3	45986540	CXCR6
chr3	45987973	CXCR6
chr3	46062290	XCR1
chr3	46062290	XCR1
chr3	46062437	XCR1
chr3	46205095	CCR3
chr3	46243199	CCR1
chr3	46244736	CCR1
chr3	46283871	CCR3
chr3	46283871	CCR3
chr3	46283871	CCR3
chr3	46283871	CCR3
chr3	46283892	CCR3
chr3	46306649	CCR3
chr3	46395234	CCR2
chr3	46395234	CCR2
chr3	46399018	CCR2
chr3	46411632	CCR5
chr3	46411632	CCR5
chr3	46414393	CCR5
chr3	46448720	CCRL2
chr3	46449048	CCRL2
chr3	46449073	CCRL2
chr3	46449570	CCRL2
chr3	46477495	LTF
chr3	46477495	LTF
chr3	46477495	LTF
chr3	46477495	LTF
chr3	46539484	RTP3
chr3	46556877	LRRC2
chr3	46556877	LRRC2
chr3	46616044	TDGF1
chr3	46619075	TDGF1
chr3	46653924	FAM240A
chr3	46710484	ALS2CL
chr3	46710484	ALS2CL
chr3	46710484	ALS2CL
chr3	46710484	ALS2CL
chr3	46710484	ALS2CL
chr3	46710484	ALS2CL
chr3	46742822	TMIE
chr3	46742822	TMIE
chr3	46753605	RP11-316F12.1
chr3	46753605	RP11-316F12.1
chr3	46753605	RP11-316F12.1
chr3	46761072	RP11-316F12.1
chr3	46783580	RP11-316F12.2
chr3	46783580	RP11-316F12.2
chr3	46871893	PRSS42
chr3	46871893	PRSS42
chr3	46899356	MYL3
chr3	46919235	PTH1R
chr3	46923738	PTH1R
chr3	46963219	CCDC12
chr3	46963219	CCDC12
chr3	46964532	CCDC12
chr3	46966409	CCDC12
chr3	47021172	NBEAL2
chr3	47029484	NBEAL2
chr3	47036521	NBEAL2
chr3	47043409	NBEAL2
chr3	47057897	SETD2
chr3	47057897	SETD2
chr3	47057897	SETD2
chr3	47098424	SETD2
chr3	47269515	KIF9
chr3	47269515	KIF9
chr3	47269515	KIF9
chr3	47277002	KIF9
chr3	47287686	KIF9
chr3	47316717	KIF9
chr3	47324329	KLHL18
chr3	47324329	KLHL18
chr3	47324329	KLHL18
chr3	47324329	KLHL18
chr3	47371440	KLHL18
chr3	47422490	PTPN23
chr3	47422490	PTPN23
chr3	47422490	PTPN23
chr3	47422490	PTPN23
chr3	47455183	SCAP
chr3	47455183	SCAP
chr3	47455183	SCAP
chr3	47537129	ELP6
chr3	47537129	ELP6
chr3	47539434	ELP6
chr3	47603727	CSPG5
chr3	47603727	CSPG5
chr3	47603727	CSPG5
chr3	47603727	CSPG5
chr3	47603727	CSPG5
chr3	47603727	CSPG5
chr3	47627377	SMARCC1
chr3	47627377	SMARCC1
chr3	47627377	SMARCC1
chr3	47844398	DHX30
chr3	47844398	DHX30
chr3	47844398	DHX30
